,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est_Tpk,Max_response,Slope,Intercept,R_Squared,AIC,BIC,Delta_AIC,Delta_BIC,Best_Type,Rank,Corrected,Number_Of_Data_Points,Points_Before_Peak,Points_After_Peak,Number_Of_Variables,Tpk_std,Response_std,E_std,B0_est,E_est,E_D_est,E_D_L_est,T_pk_est,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespiratoryPathway,ConLabGrowthTemp
427_Sch_TF_TKP,Listeria monocytogenes,schoolfield_two_factor_tpk,Specific Growth Rate,0.3585106340211592,0.7042947330180767,308.91915512966386,2.6965530532552258,NA,308.8600000000078,33.758292153531336,NA,NA,0.967396009922717,44.20802101291064,52.68720534293229,NA,NA,schoolfield_two_factor_tpk,1,False,27,21,6,4,0.4393536047423394,1.1553262887114126,0.055965691107443,2.923822007750497,1.166896349909468,2.089534179492497,0.5809377558169337,306.22999999999996,427,L_m_ScottA_Run3,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,True,Aerobic,NA
428_Sch_TF_TKP,Listeria monocytogenes,schoolfield_two_factor_tpk,Specific Growth Rate,0.391399019854412,0.6808317071076821,308.8122872281139,3.0106614782195686,NA,308.76000000000846,32.27294541547988,NA,NA,0.948012000540167,54.549362775375506,63.02854710539715,NA,NA,schoolfield_two_factor_tpk,1,False,27,22,5,4,0.53491303966171,1.351259454362531,0.06861203038374121,2.9461318612221534,1.2196489954040406,2.026703162973403,0.2558141004618024,310.35999999999996,428,L_m_ScottA_Run4,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,True,Aerobic,NA
429_Sch_TF_TKP,Listeria monocytogenes,schoolfield_two_factor_tpk,Specific Growth Rate,0.3380929267864394,0.6900214682773238,308.22229142956803,2.6146380536720666,NA,308.1600000000083,28.972183979094677,NA,NA,0.9678662067510451,37.346383885899286,46.007406436775305,NA,NA,schoolfield_two_factor_tpk,1,False,28,23,5,4,0.4450168423780049,1.011672861020151,0.05779054605344479,2.8950488034471276,1.2637671136930844,2.7226033009831596,0.5201682261645708,307.85999999999996,429,L_m_ScottA_Run5,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,True,Aerobic,NA
436_Sch_TF_TKP,Listeria monocytogenes,schoolfield_two_factor_tpk,Specific Growth Rate,-0.2799809795212347,0.9867057885072812,311.5160362788165,1.391673977708062,NA,311.4000000000079,38.346660147448134,NA,NA,0.9969146054635248,-14.289297095328514,-5.628274544452495,NA,NA,schoolfield_two_factor_tpk,1,False,28,27,1,4,1.0035402101771569,2.9089456411662864,0.06164364497384327,3.0151489440254755,1.299028001349024,4.247540120735986,0.5490641992578487,308.59999999999997,436,L_m_ScottA,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,True,Aerobic,NA
213_Sch_TF_TKP,Marinithermus hydrothermalis,schoolfield_two_factor_tpk,Specific Growth Rate,-4.764231940891563,1.0273135262622304,341.726576573442,17.672589701401193,NA,341.62370000000647,50.94498579524036,NA,NA,0.9713902408753152,28.396720492645095,31.382843379326193,NA,NA,schoolfield_two_factor_tpk,1,False,9,6,3,4,0.48490074265842614,31.437940736655193,0.16356217663165942,-19.74224648489033,1.1653409723622465,3.123987913665351,1.5777513560322716,339.7477304757954,213,Sako_2003_M_hydrothermalis,"2003,  SAKO, Y. et al 'Marinithermus hydrothermalis gen. nov., sp. nov., a strictly aerobic, thermophilic bacterium from a deep-sea hydrothermal vent chimney', International Journal of Systematic and Evolutionary Microbiology, 53 (59-65)",28.34,140.38,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Marinithermus,hydrothermalis,True,Aerobic,80.0
10_Sch_TF_TKP,Marinitoga piezophila,schoolfield_two_factor_tpk,Specific Growth Rate,-1.538337097077745,0.6679634207149143,340.03899575805144,8.115174863578419,NA,339.9238000000072,52.242950364306566,NA,NA,0.9461194315725457,29.49474115925785,31.891948867657028,NA,NA,schoolfield_two_factor_tpk,1,False,8,6,2,4,1.3915741065562917,112.09567308062488,0.1368579728675,-20.72326583694641,1.4272445523201218,1.5566823125353708,1.4028158308594272,338.15149999999994,10,Alain_2002_M_piezophila ,"Alain, K. et al 2002, Marinitoga piezophila sp. nov., a rod-shaped, thermo-piezophilic bacterium isolated under high hydrostatic pressure from a deep-sea hydrothermal vent, International Journal of Systematic and Evolutionary Microbiology 52 (1331-1339)",12.48,-103.56,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Marinitoga,piezophila,True,C19,NA
235_Sch_TF_TKP,Marinobacter alkaliphilus,schoolfield_two_factor_tpk,Specific Growth Rate,1.008604743959894,0.5071432873442661,308.57189820429517,2.086301455503032,NA,308.52056000000823,24.596297951323827,NA,NA,0.941303935252977,22.970229423145028,26.48315488811526,NA,NA,schoolfield_two_factor_tpk,1,False,10,6,4,4,1.5557955649766781,2.6543841227485663,0.12607658540160202,2.845591941579665,1.617856476845491,2.276130764545065,1.3831722727697031,308.2382,235,Takai_2005_D01,"2005,  Takai, K et al, 'Marinobacter alkaliphilus sp. nov., a novel alkaliphilic bacterium isolated from subseafloor alkaline serpentine mud from Ocean Drilling Program Site 1200 at South Chamorro Seamount, Mariana Forearc', Extremophiles, 9 (17-27)",13.47,146.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,alkaliphilus,True,Aerobic,37.0
236_Sch_TF_TKP,Marinobacter alkaliphilus,schoolfield_two_factor_tpk,Specific Growth Rate,0.9863981936511574,0.5620465996642194,305.4434247481153,2.032076786820823,NA,305.3833800000075,24.200051079120758,NA,NA,0.9099227571859244,25.066459764610283,28.05258265129138,NA,NA,schoolfield_two_factor_tpk,1,False,9,5,4,4,1.9125192178998782,4.018437012078004,0.19702624657019527,2.9448144876543023,1.2423750633622461,2.1889184939882407,-2.4847501267244922,303.43489999999997,236,Takai_2005_D15,"2005,  Takai, K et al, 'Marinobacter alkaliphilus sp. nov., a novel alkaliphilic bacterium isolated from subseafloor alkaline serpentine mud from Ocean Drilling Program Site 1200 at South Chamorro Seamount, Mariana Forearc', Extremophiles, 9 (17-27)",13.47,146.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,alkaliphilus,True,Aerobic,37.0
172_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Specific Growth Rate,-5.953255729060498,0.8971579046386986,325.71380501080256,3.012902332893507,NA,325.64490000000353,0.8540941941114639,NA,NA,0.9131330185438016,-22.779275621290623,-22.73208605912012,NA,NA,schoolfield_two_factor_tpk,1,False,5,3,2,4,1.76451010321508,10.463647427444274,0.6282658329386498,-0.7943563250952956,1.4214815687789815,4.078647248152345,-2.842963137557963,322.9638,172,Muster_1983_Growth_pH5,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
173_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Specific Growth Rate,-4.3077040591783895,0.6785702989627109,327.645246039175,3.5165576819441116,NA,327.55610000000485,1.3115262978334554,NA,NA,0.9796637127720591,-35.78197846142777,-34.0524277161512,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,0.6384969146363868,0.06640869866985992,0.10401549705803725,-0.7367731024129346,1.8220217737884852,2.856352849800852,-3.6440435475769704,327.13379999999995,173,Muster_1983_Growth_pH6,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
174_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Specific Growth Rate,-9.60395731744887,1.6548788045809821,324.09572309070313,3.788923230153464,NA,323.96080000000404,2.3864436971955874,NA,NA,0.988020936258541,-27.848055477729204,-26.11850473245264,NA,NA,schoolfield_two_factor_tpk,1,False,7,4,3,4,0.40029927554277794,0.11993508921762293,0.2335632065356988,-0.720658161020528,0.8493591023753384,1.6811765751745877,-1.6987182047506768,322.8803,174,Muster_1983_Growth_pH7,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,True,PhotosystemII,50.0
175_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Specific Growth Rate,-4.928972141159032,0.8286285342353934,326.36940144209336,3.246086885814484,NA,326.3002000000055,1.6734997179606845,NA,NA,0.9716869723819342,-33.09839523043382,-30.701187522034644,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,0.6838283337214192,0.11591463043932941,0.1332806321142022,-0.8293793598848587,1.3157442176244327,3.2725052157625854,-2.6314884352488654,323.041,175,Muster_1983_Growth_pH8,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
176_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Specific Growth Rate,-5.5847211950726035,0.9664686186747478,322.5937315223774,3.47725593118349,NA,322.44980000000464,1.463071175265091,NA,NA,0.947203109725976,-26.327907760458757,-24.59835701518219,NA,NA,schoolfield_two_factor_tpk,1,False,7,4,3,4,0.9185411869408384,0.17064185467446585,0.24352947972054603,-0.7981877474068516,1.4193925983507616,2.2915893921966743,-2.838785196701523,322.98679999999996,176,Muster_1983_Growth_pH9,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
177_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Rate of photosynthesis,5.5939094154410505,1.2984672493018021,326.38258013839766,4.971840575491636,NA,326.31650000000457,1600017.3373406727,NA,NA,0.9497048527783338,172.37359605663988,174.10314680191644,NA,NA,schoolfield_two_factor_tpk,1,False,7,4,3,4,1.0175107880368037,265359.4697035842,0.4203495575207793,9.893040777383728,0.7962610142581474,0.8206277299865499,-1.5925220285162949,327.15479999999997,177,Muster_1983_Photosynthesis_pH5,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
178_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Rate of photosynthesis,8.437236813679878,0.9127487323852319,327.1495042744287,3.833200664762767,NA,327.0099000000056,2112942.4115710706,NA,NA,0.9353923898121821,226.3484130256574,229.3345359123385,NA,NA,schoolfield_two_factor_tpk,1,False,9,6,3,4,1.0774445286388887,282133.0409430784,0.24535559980732308,8.989387622701724,0.905171265990082,1.199774488510726,0.785732914792928,327.09229999999997,178,Muster_1983_Photosynthesis_pH6,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
179_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Rate of photosynthesis,8.45903332801309,0.9208621611913097,327.2456562071701,4.003629018874383,NA,327.1167000000056,2332558.964674888,NA,NA,0.9555020322753964,224.47405982897672,227.46018271565782,NA,NA,schoolfield_two_factor_tpk,1,False,9,6,3,4,0.8696495328581185,233808.44401367722,0.20248229694003927,9.375835962818513,1.0559512327449503,1.3891892245917499,0.9292762311567966,327.1912,179,Muster_1983_Photosynthesis_pH7,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,True,PhotosystemII,50.0
180_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Rate of photosynthesis,8.689254363796904,0.8971934097013061,327.28595175418263,4.033851421892739,NA,327.1634000000065,2521289.903628648,NA,NA,0.9743215342845042,244.5663732944763,248.07929875944654,NA,NA,schoolfield_two_factor_tpk,1,False,10,7,3,4,0.6579450129001639,146814.42940350124,0.12761072511933286,9.335568263233972,0.9184500644099299,1.2300333119202254,0.675934450299688,327.13289999999995,180,Muster_1983_Photosynthesis_pH8,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
181_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Rate of photosynthesis,8.468842521796445,0.9956045646939278,323.8338046636485,3.7733913159333117,NA,323.7164000000057,2624158.9379356094,NA,NA,0.9624040243645302,224.8555224020707,227.8416452887518,NA,NA,schoolfield_two_factor_tpk,1,False,9,6,3,4,0.8035946259661855,235134.64788600054,0.19925828397304304,10.315219383653712,0.9857795930846815,1.475270938614334,0.8169044032298707,323.1762,181,Muster_1983_Photosynthesis_pH9,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
182_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Dry Mass,-4.473768730930035,0.9784941724772844,328.151631086853,6.747150704700187,NA,328.07000000000494,10.327502085610263,NA,NA,0.9115842455493037,8.822038077930632,10.551588823207197,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,1.365162151790315,97.5932429463186,0.35080793105422425,-3.24063075667123,0.822934060987484,0.9571126863896655,-1.645868121974968,327.27259999999995,182,Muster_1983_Production_pH5,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
183_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Dry Mass,-3.6760658059019597,0.9289090737824286,325.876750402207,3.2523403098289423,NA,325.7428000000053,10.704157936623123,NA,NA,0.9310635010995731,6.880888290541271,9.86701117722237,NA,NA,schoolfield_two_factor_tpk,1,False,9,5,4,4,1.189233366501564,1.5157376687025697,0.27164296462655146,-3.5726976998245266,1.449269888384978,1.8381367821313435,1.3508557795627907,327.12609999999995,183,Muster_1983_Production_pH6,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
184_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Dry Mass,-3.3846683217702043,0.9019236225148741,325.61599008759555,2.9111641084350044,NA,325.4841000000053,11.206057744838686,NA,NA,0.8974573649153046,11.301160180942393,14.287283067623491,NA,NA,schoolfield_two_factor_tpk,1,False,9,5,4,4,1.4553440224190723,1.9222145490379206,0.31667407313675067,-2.7593771802676126,1.4384597200749525,1.9228640047344694,1.3205225214205352,327.23589999999996,184,Muster_1983_Production_pH7,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,True,PhotosystemII,50.0
185_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Dry Mass,-2.446879967758389,0.7440657023739765,326.6550026157652,3.163817091938262,NA,326.5167000000064,11.716123580028645,NA,NA,0.9114145519872726,11.315173845515332,14.828099310485563,NA,NA,schoolfield_two_factor_tpk,1,False,10,6,4,4,1.395036957764572,1.614266361824071,0.21130593256884447,-2.4388172723189587,0.9317105074698837,1.897271619242431,0.7813483652118567,323.31239999999997,185,Muster_1983_Production_pH8,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
186_Sch_TF_TKP,Mastigocladus laminosus,schoolfield_two_factor_tpk,Dry Mass,-4.422413182574804,0.9707820449937028,328.21689981200325,6.804354516479338,NA,328.06950000000495,10.384961331589732,NA,NA,0.9083077294294061,9.127570545346604,10.85712129062317,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,1.3791092463065362,12.256862591655304,0.34635122383867645,-5.479091321495737,0.8230783652086133,0.9579793264687937,-1.6461567304172267,327.2729,186,Muster_1983_Production_pH9,"1983, Muster, P. et al 'Influence of Temperature and pH on the Growth of the Thermophilic Cyanobacterium Mastigocladus laminosus in Continuous Culture', Plant & Cell Physiology  24 (273-280)",64.9,-21.39,Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Mastigocladaceae,Mastigocladus,laminosus,False,PhotosystemII,50.0
240_Sch_TF_TKP,Meiothermus chliarophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-1.0575952660280303,0.44852862152387774,335.59965490014434,10.044513038836591,NA,335.5240000000074,11.488918177659235,NA,NA,0.9557984617470753,3.0017010265826167,5.398908734981796,NA,NA,schoolfield_two_factor_tpk,1,False,8,6,2,4,1.463266586202381,6.688059145073055,0.07681412100960257,0.8245964069801435,1.920270710007184,2.0847484549170674,-0.8237201062983446,333.04159999999996,240,Tenreiro_1995_1279,"Tenreiro, S., Nobre, M. F., & da Costa, M. S. (1995). Thermus silvanus sp. nov. and Thermus chliarophilus sp. nov., two new species related to thermus ruber but with lower growth temperatures. International Journal of Systematic Bacteriology, 45(4), 633-639.",NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,chliarophilus,True,Aerobic,50.0
241_Sch_TF_TKP,Meiothermus chliarophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-2.028740077915285,0.697481320693006,324.562140394887,3.793548126861781,NA,324.44960000000486,11.708241392745041,NA,NA,0.9542814895624407,4.526797950399189,6.256348695675754,NA,NA,schoolfield_two_factor_tpk,1,False,7,4,3,4,1.0422815444344657,1.3700457439677183,0.19311217703806646,1.2122266474522736,1.4044922105557947,1.874345757582554,-2.8089844211115893,323.10409999999996,241,Tenreiro_1995_alt82,"Tenreiro, S., Nobre, M. F., & da Costa, M. S. (1995). Thermus silvanus sp. nov. and Thermus chliarophilus sp. nov., two new species related to thermus ruber but with lower growth temperatures. International Journal of Systematic Bacteriology, 45(4), 633-639.",NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,chliarophilus,True,Aerobic,50.0
510_Sch_TF_TKP,Merismopedia tenuissima,schoolfield_two_factor_tpk,Specific Growth Rate,-10.734981794410638,4.259682890719984,311.6142917186856,4.259708936393298,NA,NA,NA,NA,NA,0.9898726732789638,0.0,-24.447691509393927,NA,NA,schoolfield_two_factor_tpk,1,False,4,4,0,4,NA,NA,NA,-0.5575636713020569,4.1418556006493406,16.881745912466425,-7.78249036690369,302.9486771870523,510,CT196,"Coles, J. F. & Jones, R. C. (2000). Effect of temperature on photosynthesis-light response and growth of four phytoplankton species isolated from a tidal freshwater river. J. Phycol., 36, 7-16.",NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Merismopedia,tenuissima,True,PhotosystemII,NA
237_Sch_TF_TKP,Metallosphaera hakonensis,schoolfield_two_factor_tpk,Specific Growth Rate,-7.290650933902857,0.8415826648187865,343.8763536148389,5.7219054367005695,NA,343.78380000000584,0.9061449659893914,NA,NA,0.9305279529363246,-27.389904156122768,-25.660353410846202,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,1.7192091899226651,2.5081315018372274,0.26326894940581824,-4.163566031264054,0.978463173460242,1.205897375078615,-1.956926346920484,342.9774,237,Takayanagi_1996_S_hakonensis,"Takayanagi, S., Kawasaki, H., Sugimori, K., Yamada, T., Sugai, a, Ito, T., ? Shioda, M. (1996). Sulfolobus hakonensis sp. nov., a novel species of acidothermophilic archaeon. International Journal of Systematic Bacteriology, 46(2), 377-382.",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,hakonensis,True,C16,70.0
20_Sch_TF_TKP,Methanobacterium sp. ivanov,schoolfield_two_factor_tpk,Specific Growth Rate,-3.7206650675027126,0.7180550494502429,315.64449088767833,4.807644541015289,NA,315.50660000000846,1.249654218747028,NA,NA,0.9714595858205907,-29.31712646063356,-27.587575715356994,NA,NA,schoolfield_two_factor_tpk,1,False,7,4,3,4,0.817691653375711,0.15319569041575654,0.18136275305770364,-2.2682810526611252,0.8685538824935131,0.922081040832169,-1.7371077649870261,318.1613,20,Belyaev_Methanobacterium_Ivanov,"1982, Belyaev, S. et al, 'Methanogenic Bacteria from the Bondyuzhskoe Oil Field: General Characterization and Analysis of Stable-Carbon Isotopic Fractionation', Applied Environmental Microbiology 45 (691-697)",60.4914,55.9378,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,True,D1,30.0
21_Sch_TF_TKP,Methanobacterium sp. kuznetsov,schoolfield_two_factor_tpk,Specific Growth Rate,-3.3349176116103547,0.6929185228686543,313.04881120407896,3.388870384496422,NA,312.90660000000787,1.2054526702478183,NA,NA,0.915575651744432,-17.530717187404317,-16.57191984126404,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,2.182635078406573,1.411512954943368,0.3043581275417135,-1.978763966692594,0.4405268468903557,1.3286561380978665,-0.8810536937807114,310.2428,21,Belyaev_Methanobacterium_kuznetsov,"1982, Belyaev, S. et al, 'Methanogenic Bacteria from the Bondyuzhskoe Oil Field: General Characterization and Analysis of Stable-Carbon Isotopic Fractionation', Applied Environmental Microbiology 45 (691-697)",60.4914,55.9378,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,True,D1,30.0
22_Sch_TF_TKP,Methanobacterium sp. omeliansky,schoolfield_two_factor_tpk,Specific Growth Rate,-2.661809644687661,0.4929326423661933,315.59500731383923,4.579914329941134,NA,315.4613000000062,1.0405057297150888,NA,NA,0.9285238878679227,-20.450812158712182,-19.49201481257191,NA,NA,schoolfield_two_factor_tpk,1,False,6,3,3,4,1.806571382150038,6.5122137507643485,0.2518442358947333,-1.8236316270344124,3.656865474176887,3.7107600870945396,-7.313730948353774,318.1613,22,Belyaev_Methanobacterium_omeliansky,"1982, Belyaev, S. et al, 'Methanogenic Bacteria from the Bondyuzhskoe Oil Field: General Characterization and Analysis of Stable-Carbon Isotopic Fractionation', Applied Environmental Microbiology 45 (691-697)",60.4914,55.9378,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,True,D1,30.0
394_Sch_TF_TKP,Methanobacterium sp. strain cals-1,schoolfield_two_factor_tpk,Methanogenesis,-2.1101090891878505,0.670896638990585,343.37204118898853,5.07160227665035,NA,343.2990000000087,35.69698608471964,NA,NA,0.9726059785849372,16.74420837194874,18.473759117225306,NA,NA,schoolfield_two_factor_tpk,1,False,7,6,1,4,1.5221546236259658,32.16322020393716,0.14375853086542392,-0.8001089775847454,1.4142357828864194,2.339042503837605,1.0640257703908813,343.198,394,Zin.H2,"Zinder, SH et al. (1984) Effects of temperature on methanogenesis in a thermophilic anaerobic digestor. Appl. Env. Micro. 47, 808-813.",NA,NA,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,True,D1,58.0
395_Sch_TF_TKP,Methanobacterium strain az,schoolfield_two_factor_tpk,Methanogenesis,7.309066889578884,0.7020574575482035,309.6244057077115,2.726989277120586,NA,309.51400000000416,37189.648856309126,NA,NA,0.9684695981067774,123.86452984548148,126.26173755388066,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,0.6023953143640292,3813.4036385060963,0.1398338537816478,9.76766782774411,1.9932676644383875,3.414928483796282,-0.20795524334061244,311.207,395,Zen,"Zehnder, A.J.B., and K. Wuhrmann (1977) Physiology of a Methanobacterium strain AZ, Arch. Mibrobiol. 111, 199-205.",NA,NA,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,True,D1,NA
