,Species,Species.1,Trait,E,Est_Tpk,Est_Response,Rank,Points_Before_Peak,Est_Tpk_std,Est_Response_std,E_std,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,Best_Guess,TempPref,Pathogen,Pathogen_type,Pathogen_len,Pathogen_ES,Pathogen_ES_max,Pathogen_ES_min,Pathogen_ES_median,Best_Guess_len,Best_Guess_ES,Best_Guess_ES_max,Best_Guess_ES_min,Best_Guess_ES_median,TempPref_len,TempPref_ES,TempPref_ES_max,TempPref_ES_min,TempPref_ES_median,Pathogen_type_len,Pathogen_type_ES,Pathogen_type_ES_max,Pathogen_type_ES_min,Pathogen_type_ES_median
285,457,Spiroplasma citri,Specific Growth Rate,1.9859391690595298,305.45,4.28231927922,1,4,,,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
286,458,Spiroplasma clarkii,Specific Growth Rate,0.868391654051563,302.15,4.20844316485,1,4,0.30306895255047495,0.228418976985901,0.106508568989279,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
287,459,Spiroplasma culicicola,Specific Growth Rate,0.9374060820744449,309.55,16.8625469053,1,6,0.5037854205910639,1.1180739794414098,0.12651571227251598,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
288,460,Spiroplasma culicicola,Specific Growth Rate,1.10680921538553,307.75,19.3899693156,1,6,0.256331099966424,43.56600267520639,0.112763405817923,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
289,461,Spiroplasma df-1,Specific Growth Rate,1.5154891759521,301.85,2.72104462201,1,4,0.20880268197516003,0.119339033321342,0.141785289311519,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
290,462,Spiroplasma diminutum,Specific Growth Rate,0.9224006173660492,305.35,16.4818080684,1,6,0.8209792932792471,1.4529135170162901,0.119499798726337,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
291,463,Spiroplasma du-1,Specific Growth Rate,0.9943099558262579,307.15,18.717380266099997,1,6,1.5326920967493303,50.68292855985911,0.25725553339713,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
292,464,Spiroplasma ea-1,Specific Growth Rate,1.47304744467457,307.75,16.036895672,1,6,0.9340320706123109,3.53549912087133,0.5233621058096629,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
293,465,Spiroplasma ec-1,Specific Growth Rate,0.884366338942671,307.05,12.729763936400001,1,6,3.47654429301596,6.73587664050876,0.0662565791924731,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
294,466,Spiroplasma floricola,Specific Growth Rate,0.8787016367286969,307.55,17.7196471247,1,6,0.385787908053205,0.870238336595843,0.0951312557452792,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
295,467,Spiroplasma floricola,Specific Growth Rate,0.922880163596278,308.65,14.8074174536,1,6,0.21861161908741697,0.363940592313818,0.0602575656259165,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
296,468,Spiroplasma floricola,Specific Growth Rate,0.949773796047198,309.25,23.2755614523,1,6,,,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
297,469,Spiroplasma hyos-1,Specific Growth Rate,1.07671834235455,308.75,35.181466959299996,1,7,,,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
298,470,Spiroplasma i-25,Specific Growth Rate,1.07180786549898,302.55,4.94903985033,1,3,0.33764472452572397,0.266737400405474,0.127257182695889,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
299,473,Spiroplasma ld-1,Specific Growth Rate,1.0608635715069101,307.35,2.79365525164,1,4,0.694751034544188,0.36442603787672995,0.261944130772995,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
300,474,Spiroplasma ld-1,Specific Growth Rate,2.9360084447901804,305.15,1.91756531321,1,4,6.60821312747988,6.5817551105109295,2.24901729599271,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
301,475,Spiroplasma meliferum,Specific Growth Rate,1.24170213618558,308.95,12.039011376900001,1,4,0.134772066838823,0.26640517841954603,0.0720151584871881,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
302,476,Spiroplasma mirum,Specific Growth Rate,2.21321917425873,308.15,2.54980754832,1,3,0.10376776956263901,0.0595872535059166,0.142647917955684,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
303,477,Spiroplasma monobiae,Specific Growth Rate,0.8594406947099841,305.35,8.741663049,1,6,1.0258476300116302,0.8733146999434058,0.118202654465042,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
304,478,Spiroplasma n525,Specific Growth Rate,1.30202567899946,304.25,3.40612538958,1,3,1.29078283835503,0.8004922888406241,0.6095275078870761,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
305,479,Spiroplasma pals-1,Specific Growth Rate,1.17259571991204,304.05,9.059836710510002,1,5,0.0958005741110364,0.0654324439248194,0.0306999295238941,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
306,480,Spiroplasma plhs-1,Specific Growth Rate,0.998713960283096,301.65,2.9201196024000002,1,4,0.0629564134937959,0.0288038986661807,0.0234112623195338,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
307,481,Spiroplasma pup-1,Specific Growth Rate,1.51209725744912,306.75,1.83069387439,1,4,,,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
308,482,Spiroplasma sabaudiense,Specific Growth Rate,0.937326991673673,302.75,4.07765962799,1,4,0.0697010760318821,0.0242184838474626,0.0181096238111023,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
309,483,Spiroplasma taas-1,Specific Growth Rate,1.3773882439226397,308.45,13.719954601800001,1,5,0.14557468873402998,0.44744053546155604,0.102726252118484,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
310,484,Spiroplasma taas-2,Specific Growth Rate,1.04832275037065,305.05,8.75396771867,1,4,0.328279987206118,0.230310693501383,0.0733627132541576,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
311,485,Spiroplasma tabs-1,Specific Growth Rate,1.1988726561143601,308.75,10.3807434218,1,4,,,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
312,486,Spiroplasma tabs-2,Specific Growth Rate,1.2106307736722801,304.25,5.68170556814,1,3,0.0814704854533408,0.0357476683387002,0.0305846500499354,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
313,488,Spiroplasma tals-2,Specific Growth Rate,2.38247653884719,303.55,2.9634367120099996,1,3,0.6998844393297321,0.47247556965558096,0.7733256872130271,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
314,489,Spiroplasma tass-1,Specific Growth Rate,0.653298498143588,304.75,5.27446831738,1,4,2.2683177864413904,32.202840993772,0.25380859841408604,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
315,490,Spiroplasma taus-1,Specific Growth Rate,3.15825505411483,302.95,4.19477021894,1,3,1.98461097091701,1.6386797389980101,2.65968513806886,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
316,491,Spiroplasma tg-1,Specific Growth Rate,1.13104634973804,303.25,4.22687685617,1,4,0.6297818987555771,0.29303891744936894,0.219235230696917,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
317,492,Spiroplasma tius-1,Specific Growth Rate,0.866963405681497,302.15,5.038064899569999,1,4,0.341335245762949,0.31003089050772803,0.117816489429515,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
318,493,Spiroplasma tn-1,Specific Growth Rate,0.899717260099152,308.15,11.9401834332,1,6,0.32865055910503005,1.03511311784198,0.114827331596259,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
319,494,Spiroplasma velocicrescens,Specific Growth Rate,1.02965618564186,308.85,29.3400806131,1,6,0.40078517936679403,1.46721130003649,0.12911310029279302,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
320,495,Spiroplasma w115,Specific Growth Rate,0.8535812617992209,302.75,4.17931622097,1,4,0.777168380521665,0.835167715333032,0.155920963448617,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
321,599,Xylella fastidiosa,Specific Growth Rate,1.37480884503804,300.80903995,3.0985286275800004,1,6,0.547304233761786,0.437531101460419,0.33600564321118104,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Aerobic,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,241.0,0.8326910489057424,0.8808244203099652,0.7894662680724494,0.848777145581119,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
322,75,Brevibacterium sp. cr3/1/15,Specific Growth Rate,1.01258109053565,292.105568863,2.00200553219,1,23,1.8341849597448603,103.207881519117,0.5297508544897079,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Fermentation,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,67.0,0.8887729235370238,0.9858363380929985,0.7911366735748689,0.8373897717250809,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
323,142,Enterococcus faecalis,Specific Growth Rate,0.8318204884521221,311.01599,30.312805135399998,1,15,1.02725389266747,2.17425978398893,0.121765317776747,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Fermentation,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,67.0,0.8887729235370238,0.9858363380929985,0.7911366735748689,0.8373897717250809,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
324,229,Hydrogenophaga pseudoflava,Specific Growth Rate,0.6766720480225881,295.487406093,6.09857342046,1,11,1.1974182964093603,5.88342759938632,0.11471902176473901,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,A1,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,8.0,0.6143130081516143,0.7860567271392773,0.4707678289719944,0.6239604246744995,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
325,230,Hydrogenophaga pseudoflava,Specific Growth Rate,0.6424366474213961,296.141300886,6.0111025295800005,1,12,1.4128295177601902,108.560845206203,0.104904654755795,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,A1,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,8.0,0.6143130081516143,0.7860567271392773,0.4707678289719944,0.6239604246744995,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
326,231,Hydrogenophaga pseudoflava,Specific Growth Rate,0.5344260862975471,297.528714587,6.08509780038,1,22,1.6602043439131497,6.49486690935995,0.10988573687736,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,A1,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,8.0,0.6143130081516143,0.7860567271392773,0.4707678289719944,0.6239604246744995,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
327,43,Anabaena bergii,Specific Growth Rate,0.49028971405507793,300.05,0.394778154753,1,5,1.46518939046242,0.0476422151231455,0.166073968866164,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,PhotosystemII,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
328,44,Anabaena macrospora,Specific Growth Rate,0.29485187439693106,300.75,0.251088141152,1,5,1.00152304489388,0.0542312651901581,0.0732931549372616,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,PhotosystemII,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
329,45,Anabaena sp.,Specific Growth Rate,0.46910898034333703,307.15,0.922609327886,1,4,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,PhotosystemII,Mesophile,Pathogen,Higher Plants,239.0,0.8918816152700905,0.9481917505865445,0.8404135014725679,0.866963405681497,85.0,0.9624270112138402,1.1337521620103617,0.8109100318883172,0.8467050056874609,285.0,0.8482998350134399,0.8998210456989797,0.796423751641576,0.8152557070658379,86.0,0.9989822938361075,1.1087947311606472,0.9011351357462066,1.0032365227198379
