,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est_Tpk,Max_response,Slope,Intercept,R_Squared,AIC,BIC,Delta_AIC,Delta_BIC,Best_Type,Rank,Corrected,Number_Of_Data_Points,Points_Before_Peak,Points_After_Peak,Number_Of_Variables,Tpk_std,Response_std,E_std,B0_est,E_est,E_D_est,E_D_L_est,T_pk_est,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,Best_Guess,ConLabGrowthTemp
249_Sch_TF_TKP,Metallosphaera hakonensis,schoolfield_two_factor_tpk,Specific Growth Rate,-7.290650933902857,0.8415826648187865,343.8763536148389,5.7219054367005695,NA,343.7838,0.906144965989,NA,NA,0.9305279529363246,-27.389904156122768,-25.660353410846202,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,1.7252870263561646,2.6443004429073604,0.2705419145597711,-4.163566031264054,0.978463173460242,1.205897375078615,-1.956926346920484,342.9774,249,Takayanagi_1996_S_hakonensis,"Takayanagi, S., Kawasaki, H., Sugimori, K., Yamada, T., Sugai, a, Ito, T., ? Shioda, M. (1996). Sulfolobus hakonensis sp. nov., a novel species of acidothermophilic archaeon. International Journal of Systematic Bacteriology, 46(2), 377-382.",NA,NA,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,hakonensis,True,C16,70.0
20_Sch_TF_TKP,Methanobacterium sp. ivanov,schoolfield_two_factor_tpk,Specific Growth Rate,-3.7206650675027126,0.7180550494502429,315.64449088767833,4.807644541015289,NA,315.5066,1.24965421875,NA,NA,0.9714595858205907,-29.31712646063356,-27.587575715356994,NA,NA,schoolfield_two_factor_tpk,1,False,7,4,3,4,0.7912377581993194,0.14718981874868198,0.18690537327322915,-2.2682810526611252,0.8685538824935131,0.922081040832169,-1.7371077649870261,318.1613,20,Belyaev_Methanobacterium_Ivanov,"1982, Belyaev, S. et al, 'Methanogenic Bacteria from the Bondyuzhskoe Oil Field: General Characterization and Analysis of Stable-Carbon Isotopic Fractionation', Applied Environmental Microbiology 45 (691-697)",60.4914,55.9378,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,True,D1,30.0
21_Sch_TF_TKP,Methanobacterium sp. kuznetsov,schoolfield_two_factor_tpk,Specific Growth Rate,-3.3349176116103547,0.6929185228686543,313.04881120407896,3.388870384496422,NA,312.9066,1.20545267025,NA,NA,0.915575651744432,-17.530717187404317,-16.57191984126404,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,2.2851555093400124,3.396812218855477,0.29287007385134567,-1.978763966692594,0.4405268468903557,1.3286561380978665,-0.8810536937807114,310.2428,21,Belyaev_Methanobacterium_kuznetsov,"1982, Belyaev, S. et al, 'Methanogenic Bacteria from the Bondyuzhskoe Oil Field: General Characterization and Analysis of Stable-Carbon Isotopic Fractionation', Applied Environmental Microbiology 45 (691-697)",60.4914,55.9378,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,True,D1,30.0
22_Sch_TF_TKP,Methanobacterium sp. omeliansky,schoolfield_two_factor_tpk,Specific Growth Rate,-2.661809644687661,0.4929326423661933,315.59500731383923,4.579914329941134,NA,315.4613,1.04050572972,NA,NA,0.9285238878679227,-20.450812158712182,-19.49201481257191,NA,NA,schoolfield_two_factor_tpk,1,False,6,3,3,4,1.7954432733146184,0.39261421903785937,0.24523904974143407,-1.8236316270344124,3.656865474176887,3.7107600870945396,-7.313730948353774,318.1613,22,Belyaev_Methanobacterium_omeliansky,"1982, Belyaev, S. et al, 'Methanogenic Bacteria from the Bondyuzhskoe Oil Field: General Characterization and Analysis of Stable-Carbon Isotopic Fractionation', Applied Environmental Microbiology 45 (691-697)",60.4914,55.9378,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,True,D1,30.0
406_Sch_TF_TKP,Methanobacterium sp. strain cals-1,schoolfield_two_factor_tpk,Methanogenesis,-2.1101090891878505,0.670896638990585,343.37204118898853,5.07160227665035,NA,343.299,35.6969860847,NA,NA,0.9726059785849372,16.74420837194874,18.473759117225306,NA,NA,schoolfield_two_factor_tpk,1,False,7,6,1,4,1.4943203959450917,44.02296295138164,0.14499548024764486,-0.8001089775847454,1.4142357828864194,2.339042503837605,1.0640257703908813,343.198,406,Zin.H2,"Zinder, SH et al. (1984) Effects of temperature on methanogenesis in a thermophilic anaerobic digestor. Appl. Env. Micro. 47, 808-813.",NA,NA,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,True,D1,58.0
407_Sch_TF_TKP,Methanobacterium strain az,schoolfield_two_factor_tpk,Methanogenesis,7.309066889578884,0.7020574575482035,309.6244057077115,2.726989277120586,NA,309.514,37189.6488563,NA,NA,0.9684695981067774,123.86452984548148,126.26173755388066,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,0.6150640210581106,3984.972132943697,0.14479898335331604,9.76766782774411,1.9932676644383875,3.414928483796282,-0.20795524334061244,311.207,407,Zen,"Zehnder, A.J.B., and K. Wuhrmann (1977) Physiology of a Methanobacterium strain AZ, Arch. Mibrobiol. 111, 199-205.",NA,NA,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,True,D1,NA
132_Sch_TF_TKP,Methanobacterium subterraneum,schoolfield_two_factor_tpk,Specific Growth Rate,-0.34107863605075145,0.34363256912615747,309.3392159953189,2.9976949387390786,NA,309.25868,3.47121755637,NA,NA,0.9511348990508643,-21.327976660031005,-17.815051195060775,NA,NA,schoolfield_two_factor_tpk,1,False,10,6,4,4,1.2466286696529592,0.23673188691663238,0.06511762286331264,1.0154045780136725,3.1710174486265412,3.2231992258002378,0.2322638815150495,313.08099999999996,132,Kotelnikova_1998_M_subterraneum,"1998, Kotelnitkova, S. et al, 'Methanobacterium subterraneurn sp. nov., a new alkaliphilic, eurythermic and halotolerant methanogen isolated from deep granitic groundwater', International Journal of Sytematic Microbiology, 48 ( 357-367)",57.24,16.24,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,subterraneum,True,D1,NA
98_Sch_TF_TKP,Methanobacterium thermaggregans,schoolfield_two_factor_tpk,Specific Growth Rate,-4.955479395203991,0.7868722588675454,342.6946701421232,32.11583285108274,NA,342.638,6.05729272022,NA,NA,0.9842941021460639,-10.78033538777472,-10.733145825604218,NA,NA,schoolfield_two_factor_tpk,1,False,5,4,1,4,NA,NA,NA,-0.13623217932491338,1.317295536574165,2.189915765532335,-2.63459107314833,338.8114,98,Blotevogel_1985_M_thermoaggregans,"1985, Blotevogel, K.H. and Fischer, U., 'Isolation and characterization of a new thermophilic and autotrophic methane producing bacterium: Methanobacterium thermoaggregans spec. nov.', Arch Microbiol 142, (218-222)",NA,NA,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,thermaggregans,True,D1,65.0
516_Sch_TF_TKP,Methanobacterium thermoautotrophicum,schoolfield_two_factor_tpk,CH4 produced,-3.244107130003006,0.7098202004980598,340.67162222531766,4.653028874605819,NA,340.55,13.0043926998,NA,NA,0.9665254875430138,6.073352044460413,8.470559752859593,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,1.0132750692709813,1.2260940452092017,0.16052196350047623,-3.1499469554293364,0.797372525917684,1.01093951755458,-0.31970807031411974,343.23499999999996,516,Zeikus_1971_M_thermoautotrophicus,"Zeikus, J and Wolfe, R.S ""Methanobacterium thermoautotrophicus sp. n., an Anaerobic, Autotrophic, Extreme Thermophile"", JOURNAL OF BACTERIOLOGY, 109 (707-713)",40.11,-88.2,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,thermoautotrophicum,True,D1,65.0
124_Sch_TF_TKP,Methanocaldococcus jannaschii,schoolfield_two_factor_tpk,Specific Growth Rate,-2.6701461826017963,0.6394844270206448,357.29127157225537,4.3072045173671825,NA,357.1512,35.3374384875,NA,NA,0.9848468394001898,15.114681790508161,17.51188949890734,NA,NA,schoolfield_two_factor_tpk,1,False,8,6,2,4,0.9845408625346338,2.9019977867064295,0.08580025941044384,1.4966901783422564,1.5923619979940662,1.8635081684863803,0.04376544985108777,359.36449999999996,124,Jones_1983_M_jannaschii,"1983, Jones, W.J. et al, 'Methanococcus jannaschii sp. nov.,an extremely thermophilic methanogen from a submarine hydrothermal vent', Arch Microbiol, 136 (254-261)",20.5,109.06,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,True,D1,NA
121_Sch_TF_TKP,Methanocaldococcus vulcanius,schoolfield_two_factor_tpk,Specific Growth Rate,-4.3084723735621475,0.7783758599338835,353.2887850687337,5.836981009504403,NA,353.1898,21.0536725426,NA,NA,0.9599541083074028,15.959746018885795,20.384279267825796,NA,NA,schoolfield_two_factor_tpk,1,False,12,8,4,4,0.801723119287633,1.572771974020828,0.11195698898422622,-2.777271670144163,0.8419988227196568,1.0112639446529141,0.6585090519169201,352.6592,121,Jeanthon_1999_m_vulcanis,"1999, Jeanthon, C. et al, 'Methanococcus vulcanius sp. nov., a novel hyperthermophilic methanogen isolated from East Pacific Rise, and identification of Methanococcus sp. DSM 4213T as Methanococcus fervens sp. nov.', International Journal of Systematic Bacteriology, 49 (583-589)",12.48,103.58,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,True,D1,NA
102_Sch_TF_TKP,Methanococcus voltae,schoolfield_two_factor_tpk,Specific Growth Rate,-1.8943389279976584,0.7933110144570403,315.13065645213,40.323192977421485,NA,315.001,13.0818644507,NA,NA,0.9979246733021006,-12.301616291141169,-12.254426728970667,NA,NA,schoolfield_two_factor_tpk,1,False,5,4,1,4,NA,NA,NA,0.8690481695509772,1.2185305897209773,1.9172549576648588,-2.4370611794419546,313.05199999999996,102,Huber_1982_M_voltae,"1982, Huber H. et al, 'Methanococeus Thermolithotrophicus, a Novel ThermophilicLithotrophic Methanogen ', Arch Microbiol 132, (47- 50)",NA,NA,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,voltae,True,D1,NA
170_Sch_TF_TKP,Methanoculleus submarinus,schoolfield_two_factor_tpk,Specific Growth Rate,-3.574019489834191,0.8516992259978435,315.3702638594179,4.127852637840434,NA,315.2489,2.82133375162,NA,NA,0.9887073202126309,-104.47249689973003,-96.5822277479903,NA,NA,schoolfield_two_factor_tpk,1,False,24,15,9,4,0.20543407701746855,0.07419749026869038,0.04713719383340092,-0.4985808973495537,1.0152219470326929,1.1785316394586185,0.4793287635687755,317.9022,170,Mickucki_2003,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,True,D1,37.0
94_Sch_TF_TKP,Methanoculleus thermophilus,schoolfield_two_factor_tpk,Specific Growth Rate,0.1516445133691066,0.34204462176765515,329.30290126408926,7.852655451542866,NA,329.1833,13.2506636091,NA,NA,0.787257103616338,20.554685851831856,25.749972499908147,NA,NA,schoolfield_two_factor_tpk,1,False,14,11,3,4,1.2339725209458121,2.0937287523643784,0.08560995955597575,-0.29922642231358154,4.023619418562708,5.277760194797378,3.2087430932387475,331.92360652650916,94,Harris_1984_FR4,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",52.54,1.65,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,True,D1,37.0
67_Sch_TF_TKP,Methanogenium frigidum,schoolfield_two_factor_tpk,Specific Growth Rate,-3.181280179039674,1.0681086359500245,286.3386047128301,4.464629006235802,NA,286.22014,0.255177099283,NA,NA,0.8388599017248897,-123.99645172405292,-117.27425682822071,NA,NA,schoolfield_two_factor_tpk,1,False,19,10,9,4,0.48766218943825484,0.027042628411735072,0.25297311276958045,-2.362589896312658,0.5104617485437424,0.7189756603221966,0.49269414302937914,283.12334999999996,67,Franzmann_1997_M_frigidum,"1997,  FRANZMANN, P.D. et al , 'Methanogenium fngidum sp. nov., a Psychrophilic, H,-Using Methanogen from Ace Lake, Antarctica ', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (1068-1072)",21.23,38.04,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,True,D1,15.0
164_Sch_TF_TKP,Methanohalophilus portucalensis,schoolfield_two_factor_tpk,Specific Growth Rate,-3.4253875193443597,0.7575262731381556,310.8845020548171,8.239023303685181,NA,310.7983,1.46658505127,NA,NA,0.977230213465512,-23.0539644806081,-22.09516713446783,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,1.109320377995386,0.8503803620680432,0.16576941828076472,-0.5632142546577112,1.2642597755255007,1.424421348958535,-2.5285195510510015,309.8392,164,Mathrani_1985,"1985, MATHRANI, I.M. and BOONE D.R., 'Isolation and Characterization of a Moderately HalophilicMethanogen from a Solar Saltern', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 50 (140-143)",37.52,-122.03,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,portucalensis,True,D1,37.0
517_Sch_TF_TKP,Methanolobus psychrophilus,schoolfield_two_factor_tpk,Specific Growth Rate,-1.4343431525341883,0.7557325926702221,290.73354472009015,9.623012410851851,NA,290.5932593,1.52789365281,NA,NA,0.9736835594636818,-21.04751349732588,-20.088716151185608,NA,NA,schoolfield_two_factor_tpk,1,False,6,3,3,4,0.8414889558941719,1.8355351990489361,0.2077847640170678,-19.61228385499369,1.48889995271336,2.0607943237885693,-4.185817828493032,291.3926313153961,517,Zhang_2008_M_psychrophilus,"Zhang, G., Jiang, N., Liu, X., & Dong, X. (2008). Methanogenesis from methanol at low temperatures by a novel psychrophilic methanogen, Methanolobus psychrophilus"" sp. nov., prevalent in Zoige wetland of the Tibetan plateau. Applied and Environmental Microbiology, 74(19), 6114-6120.",33.56,102.52,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,psychrophilus,True,D1,15.0
61_Sch_TF_TKP,Methanomicrobiaceae sp,schoolfield_two_factor_tpk,uMols methane,0.6396855142324465,0.6345884142847775,335.1947011803063,7.11005239675932,NA,335.113,253.356170545,NA,NA,0.9260457169412342,58.52644303451156,60.92365074291074,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,1.3200631604700301,170.93419017722277,0.17354789864913883,3.150250474451392,1.017690813564669,1.1275622429245926,-2.035381627129338,333.07869999999997,61,Ferguson_1983_Methanomicrobiaceae,"1983,  FERGUSON, T.J. et al, 'Isolation and Characterization of an H2-Oxidizing Thermophilic Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 45 (265-274)",NA,NA,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,NA,NA,True,D1,55.0
137_Sch_TF_TKP,Methanopyrus kandleri,schoolfield_two_factor_tpk,Specific Growth Rate,-42.9946303781657,4.234192230928732,369.95127051097296,8.740795788863666,NA,369.8318,29.8492705001,NA,NA,0.9885006556462439,4.136569911236219,4.18375947340672,NA,NA,schoolfield_two_factor_tpk,1,False,5,2,3,4,1.279974666100695,12.844289133097499,3.464197765793319,-0.17973929370692415,0.4388115650824325,0.8129012332561503,-0.877623130164865,373.162,137,Kurr_1991_M_kandlerii,"1991, Kurr, M. et al, 'Methanopyrus kandleri, gen. and sp. nov. represents a novel group of hyperthermophilic methanogens, growing at 110?C', Arch Microbiol, 156 (239-247)",27.25,-111.5,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1,NA
363_Sch_TF_TKP,Methanopyrus kandleri,schoolfield_two_factor_tpk,Specific Growth Rate,-17.092947041250564,1.7506750479625228,377.40501728904513,4.201661263638237,NA,377.2962,18.3060136461,NA,NA,0.9655913331679994,11.156723438008608,15.981470225316292,NA,NA,schoolfield_two_factor_tpk,1,False,13,5,8,4,0.7188373877312134,1.3198114640393974,0.33218543543820855,-2.777271670144163,0.31448682875086403,0.6889906863312609,0.7960242905135663,378.26099999999997,363,Takai2008_M_kandleri_116_40_20_MPa,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1,100.0
364_Sch_TF_TKP,Methanopyrus kandleri,schoolfield_two_factor_tpk,Specific Growth Rate,-14.14613756707844,1.5084581474879115,373.8706567839885,3.8559069878726033,NA,373.7937,13.6913589647,NA,NA,0.9667833749745809,0.8862027816550073,5.710949568962691,NA,NA,schoolfield_two_factor_tpk,1,False,13,5,8,4,0.6880942958637394,0.8242238875176932,0.25921484089668984,-2.091093158900311,0.6063047629321218,0.9112423003396812,-1.2126095258642435,373.385,364,Takai2008_M_kandleri_116_0.4_MPa,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1,100.0
413_Sch_TF_TKP,Methanosaeta concilii,schoolfield_two_factor_tpk,Methanogenesis,-5.738452468419367,1.0273959464565554,311.13607125764366,1.4127979138151519,NA,310.991,0.180811681767,NA,NA,0.9902688563110925,-91.90529309367302,-88.3923676287028,NA,NA,schoolfield_two_factor_tpk,1,False,10,8,2,4,0.9134326377318959,0.029642997561700423,0.19377379715563292,-2.3534574233678023,1.1286815648168789,8.63844239227624,0.4050233739254884,310.065,413,Hus.H2,"Huser BA, Wuhrmann K, Zehnder AJB (1982) Methanothrix soehngenii gen-nov-sppnov, a new acetotrophic non-hydrogen oxidizing methane bacterium. Archives of Microbiology, 132, 1_9.",NA,NA,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,concilii,True,D1,37.0
409_Sch_TF_TKP,Methanosarcina barkeri,schoolfield_two_factor_tpk,Methanogenesis,-0.5686722127718025,0.9491544967047651,309.8875605239936,133.9368483687405,NA,309.75,66.2709384902,NA,NA,0.9999199628964403,0.0,-7.867932527431667,NA,NA,schoolfield_two_factor_tpk,1,False,4,3,1,4,NA,NA,NA,3.5196111287409027,1.5376186342921436,4.462283653329213,-2.411168490138771,310.79715044833495,409,west.H2,"Westermann P, Ahring BK, Mah RA (1989) Temperature compensation in Methanosarcina barkeri by modulation of hydrogen and acetate affinity. Applied and Environmental Microbiology, 55, 1262_1266.",NA,NA,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,barkeri,True,D1,NA
411_Sch_TF_TKP,Methanosarcina sp.,schoolfield_two_factor_tpk,Methanogenesis,-8.794668733398534,2.2148680320667706,330.37610456638964,2.513248204315953,NA,330.268,214.480841289,NA,NA,0.9998873208790319,4.677501359477702,5.6362987056179765,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.1144908729987066,1.3186738259962822,0.06247040752021789,3.1710280069510364,1.0099523679440043,5.557724636958218,-2.0199047358880087,332.842,411,Ferg.Ac,"Ferguson, TJ & Mah, RA (1983) Isolation and characterisation of an H2 oxidising thermophilic methanogen. Appl. Env. Micro. 45, 265.",NA,NA,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,NA,True,D1,55.0
412_Sch_TF_TKP,Methanosarcina tm-1.,schoolfield_two_factor_tpk,Methanogenesis,-8.094840812399925,0.8551735089755166,322.6538424437459,2.9198224733962928,NA,322.55,0.0567528223956,NA,NA,0.9864136368615022,-56.65368448166123,-56.60649491949073,NA,NA,schoolfield_two_factor_tpk,1,False,5,3,2,4,0.9473803818379392,0.009083247166080118,0.22528548133304116,-4.073319153416276,1.6308224182937385,3.096747851437673,-3.261644836587477,323.123,412,Zin.Ac,"Zinder, SH & Mah, RA. (1979) Isolation and characterisation of a thermophilic strain of Amethanosrcina unable to use H2-CO2 for methanogenesis. Appl. Env. Micro. 38, 996-1008.",NA,NA,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,NA,True,D1,50.0
408_Sch_TF_TKP,Methanothermobacter thermautotrophicus,schoolfield_two_factor_tpk,Methanogenesis,-3.189994691835764,0.7020744420069327,340.7004936517141,4.801635828659353,NA,340.599,12.9841341036,NA,NA,0.9687020981904478,5.371755446421863,7.7689631548210425,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,0.9528638884963648,1.1260792313195767,0.15303288160109646,-2.6447824870980843,0.8731338772308166,1.097299058743246,-0.05270618625769763,343.23499999999996,408,Ziek.H2,"Zeikus, JG & Wolfe, RS (1972) Methanobacterium thermoautotrophicus sp. N., an anaerobic, autotrophic extreme thermophile. J. Bacter. 109, 707-713.",NA,NA,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,thermautotrophicus,True,D1,65.0
246_Sch_TF_TKP,Methanothermococcus okinawensis,schoolfield_two_factor_tpk,Specific Growth Rate,-2.6760101469559614,0.7582026599967808,338.7727211623976,3.468046091653944,NA,338.7003,27.5198622039,NA,NA,0.9716115523964305,17.465806916355127,20.45192980303623,NA,NA,schoolfield_two_factor_tpk,1,False,9,6,3,4,0.97168566001107,2.0699889452684563,0.14753573125278474,-20.723265837472766,1.2355352681746847,2.0780868636794327,-2.4710705363493695,335.13219999999995,246,Takai_2002_M_okinawensis,"2002,  Takai, K et al, 'Methanothermococcus okinawensis sp. nov., a thermophilic, methane-producing archaeon isolated from a Western Pacific deep-sea hydrothermal vent system', International Journal of Systematic and Evolutionary Microbiology, 52 (1089-1095)",27.47,126.53,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,okinawensis,True,D1,NA
101_Sch_TF_TKP,Methanothermococcus thermolithotrophicus,schoolfield_two_factor_tpk,Specific Growth Rate,-1.1366419365634126,0.549414548739231,335.6823957095647,2.172723047534057,NA,335.55,18.5143466971,NA,NA,0.9658677612160523,8.968169679041011,12.481095144011242,NA,NA,schoolfield_two_factor_tpk,1,False,10,8,2,4,1.1804849187841668,2.504567210253794,0.090712407611937,0.46358306144281286,2.0917388926195817,3.55229891776565,1.4488676893916765,338.05199999999996,101,Huber_1982_M_thermolithotrophicus,"1982, Huber H. et al, 'Methanococeus Thermolithotrophicus, a Novel ThermophilicLithotrophic Methanogen ', Arch Microbiol 132, (47- 50)",NA,NA,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,thermolithotrophicus,True,D1,NA
524_Sch_TF_TKP,Microcystis aeruginosa,schoolfield_two_factor_tpk,Specific Growth Rate,-6.186782881568393,2.0538862306516075,306.4233549712413,2.143749136577216,NA,306.35,1.11986037698,NA,NA,1.0,0.0,-275.224846581781,NA,NA,schoolfield_two_factor_tpk,1,False,4,4,0,4,NA,NA,NA,-1.1901936571121725,0.25779887667357404,3.9336480810388945,-1.784320118791094,303.2566877434066,524,CT200,"Coles, J. F. & Jones, R. C. (2000). Effect of temperature on photosynthesis-light response and growth of four phytoplankton species isolated from a tidal freshwater river. J. Phycol., 36, 7-16.",NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,True,PhotosystemII,NA
525_Sch_TF_TKP,Microcystis aeruginosa,schoolfield_two_factor_tpk,Specific Growth Rate,-6.204056179147433,1.4169636392926497,304.8918771519176,2.6271552255439397,NA,304.75,0.48957437556,NA,NA,1.0,0.0,-278.39532190660304,NA,NA,schoolfield_two_factor_tpk,1,False,4,3,1,4,NA,NA,NA,-1.3517001140023115,1.9126461605707397,7.411707660426304,-1.07762345815688,303.3916997051105,525,CT201,"Imai, H., Chang, K. H., Kusaba, M. & Nakano, S.-I. (2009). Temperature-dependent dominance of Microcystis (Cyanophyceae) species: M. aeruginosa and M. wesenbergii. J. Plankton Res., 31, 171-178.",NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,True,PhotosystemII,NA
526_Sch_TF_TKP,Microcystis aeruginosa,schoolfield_two_factor_tpk,Specific Growth Rate,-5.5079993491018,1.4191627259597845,304.16136107402485,2.12221485322576,NA,304.05,0.626492771845,NA,NA,0.9911994448856409,-40.36158588607839,-39.402788539938115,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.6522210553659337,0.10446256059066383,0.3251373028776464,-0.9671630622479116,1.182404343672597,5.218822401670302,-2.364808687345194,305.15,526,CT202,"van der Westhuizen, A. J. & J. N. Eloff. (1985). Effect of temperature and light on the toxicity and growth of the blue-green alga Microcystis aeruginosa (UV-006). Planta, 163, 55-59.",NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,True,PhotosystemII,NA
555_Sch_TF_TKP,Microcystis aeruginosa,schoolfield_two_factor_tpk,Specific Growth Rate,-2.4684852813303424,0.6321151154604572,305.23722384320985,3.6229647219680574,NA,305.15,1.17566461794,NA,NA,0.8921246822886284,-17.955065173489693,-17.90787561131919,NA,NA,schoolfield_two_factor_tpk,1,False,5,3,2,4,1.9194560258535356,3.5259000712362747,0.48613169406334905,-0.40107475980687135,2.041782683545827,4.311519916699112,-4.083565367091654,305.65,555,CT403,"L??rling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,True,PhotosystemII,NA
556_Sch_TF_TKP,Microcystis aeruginosa,schoolfield_two_factor_tpk,Specific Growth Rate,-6.210119550917632,1.740162846220368,302.8660702457763,2.614962550490731,NA,302.75,0.947537025242,NA,NA,0.95211168860484,-27.866056226519092,-26.90725888037882,NA,NA,schoolfield_two_factor_tpk,1,False,6,3,3,4,0.8922273448429868,0.21861963622334754,0.7348457004975133,-0.2615933616894092,1.6557926454687326,3.7471808659128065,-3.3115852909374652,303.15,556,CT404,"L??rling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,True,PhotosystemII,NA
